city,hotel_name,hotel_url,hotel_GPS,hotel_score,hotel_description,feels_like,humidity,wind_speed,precipitation,clouds,city_id,main_weather,main_weather_scores,clouds_scores,precipitation_scores,windspeed_scores,final_score,lon,lat
Besançon,Comfort Aparthotel Besancon La City,https://www.booking.com/hotel/fr/citea-besancon.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9kaWpvbkgNWARoTYgBApgBDbgBGMgBEdgBAegBAfgBA4gCAagCBLgCrcXetAbAAgHSAiRlYzAzNzU3Yy02NThkLTQ4NmMtODc3ZS00YzhlNjg4Yzc1YzbYAgXgAgE&sid=cba41a1ac4daf1280fa535fc1f4ebac5&aid=304142&ucfs=1&arphpl=1&checkin=2024-07-20&checkout=2024-07-25&dest_id=-1412198&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=66&sr_order=popularity&srpvid=25f25b6620ad01df&srepoch=1721221198&all_sr_blocks=5339231_91902714_2_2_0&highlighted_blocks=5339231_91902714_2_2_0&matching_block_id=5339231_91902714_2_2_0&sr_pri_blocks=5339231_91902714_2_2_0__35679&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"47.23568252,6.01401150",7.8,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement  ! Connectez-vous pour économiser.

Situé à Besançon, le Comfort Aparthotel Besancon La City propose des studios et des appartements dotés d’une connexion Wi-Fi gratuite. Installé à proximité du Doubs, l’établissement vous accueille à 2 km de la gare de la ville.

Les hébergements du Comfort Aparthotel Besancon La City sont desservis par un ascenseur. Ils disposent d'un salon avec connexion Wi-Fi gratuite et télévision par satellite. Chaque appartement comporte également une connexion Internet par câble et une kitchenette équipée d'un micro-ondes.

Le petit-déjeuner est servi chaque matin dans la salle dédiée de l’hôtel. Cette résidence met également à votre disposition un local à vélos, une laverie, un parking intérieur et une connexion Wi-Fi gratuite à la réception.

Le Comfort Aparthotel Besancon La City est installé à 10 minutes à pied du centre-ville et à 1,5 km de la cathédrale Saint-Jean. Vous trouverez un arrêt de tramway à moins de 2 minutes de marche. Ce dernier vous permettra de rejoindre directement la gare de Besançon-Viotte.

Vous pourrez déjeuner sur place ou profiter de nos formules à emporter composées d'un plat chaud, d'une boisson et d'un dessert. Vous aurez également la possibilité de choisir parmi une large sélection de plats pour vous détendre autour d'un délicieux repas.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 8,8 pour un séjour à deux.Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",97.09375,419.375,1959.88,0.5237499999999999,71.95,9.0,light rain,40,1470,5,5,3986.34875,6.0243622,47.2380222
Besançon,All Suites Besançon,https://www.booking.com/hotel/fr/all-suites-besancon.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9kaWpvbkgNWARoTYgBApgBDbgBGMgBEdgBAegBAfgBA4gCAagCBLgCrcXetAbAAgHSAiRlYzAzNzU3Yy02NThkLTQ4NmMtODc3ZS00YzhlNjg4Yzc1YzbYAgXgAgE&sid=cba41a1ac4daf1280fa535fc1f4ebac5&aid=304142&ucfs=1&arphpl=1&checkin=2024-07-20&checkout=2024-07-25&dest_id=-1412198&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=64&sr_order=popularity&srpvid=25f25b6620ad01df&srepoch=1721221198&all_sr_blocks=27253102_127376179_0_0_0&highlighted_blocks=27253102_127376179_0_0_0&matching_block_id=27253102_127376179_0_0_0&sr_pri_blocks=27253102_127376179_0_0_0__33200&from=searchresults#hotelTmpl,"47.25435723,5.99548012",7.8,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement  ! Connectez-vous pour économiser.

Situé à Besançon, à 3,3 km de la gare de Besançon-Viotte, l'All Suites Besançon propose des hébergements avec un jardin, un parking privé gratuit et une terrasse. Cet hôtel 3 étoiles assure des services d’étage et de bagagerie. L'établissement est non-fumeurs et se trouve à 4,4 km de la gare de Besançon-Mouillère.

Les chambres comprennent une connexion Wi-Fi gratuite. Leur salle de bains privative est pourvue d’une douche et d’un sèche-cheveux. Les logements disposent également d’un bureau et d’une télévision à écran plat.

Vous séjournerez à 5,7 km du musée interactif des insectes Micropolis et à 10 km de la gare TGV de Besançon Franche-Comté. L’aéroport de Dole-Jura, le plus proche, se trouve à 61 km.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 8,1 pour un séjour à deux.Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",97.09375,419.375,1959.88,0.5237499999999999,71.95,9.0,light rain,40,1470,5,5,3986.34875,6.0243622,47.2380222
Besançon,B&B HOTEL Besançon Valentin,https://www.booking.com/hotel/fr/b-amp-b-besancon-valentin.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9kaWpvbkgNWARoTYgBApgBDbgBGMgBEdgBAegBAfgBA4gCAagCBLgCrcXetAbAAgHSAiRlYzAzNzU3Yy02NThkLTQ4NmMtODc3ZS00YzhlNjg4Yzc1YzbYAgXgAgE&sid=cba41a1ac4daf1280fa535fc1f4ebac5&aid=304142&ucfs=1&arphpl=1&checkin=2024-07-20&checkout=2024-07-25&dest_id=-1412198&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=75&sr_order=popularity&srpvid=3a595b682fa70dcd&srepoch=1721221202&all_sr_blocks=1069610302_379474316_2_2_0&highlighted_blocks=1069610302_379474316_2_2_0&matching_block_id=1069610302_379474316_2_2_0&sr_pri_blocks=1069610302_379474316_2_2_0__47150&from=searchresults#hotelTmpl,"47.28016120,5.98774590",8.7,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement  ! Connectez-vous pour économiser.

Situé à Besançon, à 6,5 km de la gare de Besançon Viotte, le B&B HOTEL Besançon Valentin propose un salon commun, un parking privé gratuit et un bar. Cet hôtel 3 étoiles propose des chambres climatisées avec salle de bains privative et connexion Wi-Fi gratuite. Cet établissement non-fumeurs se trouve à 6,6 km de la gare TGV de Besançon Franche-Comté.

Les chambres comprennent une armoire. Toutes les chambres comprennent un bureau et une télévision à écran plat.

Un petit-déjeuner buffet est servi tous les matins sur place.

Le B&B HOTEL Besançon Valentin possède une terrasse bien exposée.

Vous séjournerez à 7,7 km de la gare de Besançon-Mouillère et à 10 km de Micropolis. L'aéroport de Dole-Jura, le plus proche, est implanté à 59 km.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 8,3 pour un séjour à deux.Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",97.09375,419.375,1959.88,0.5237499999999999,71.95,9.0,light rain,40,1470,5,5,3986.34875,6.0243622,47.2380222
Colmar,"Travel Homes - The Trifel, 2min walk Little Venice",https://www.booking.com/hotel/fr/trifel-small-studio-next-to-the-little-venice.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9kaWpvbkgNWARoTYgBApgBDbgBGMgBEdgBAegBAfgBA4gCAagCBLgCrcXetAbAAgHSAiRlYzAzNzU3Yy02NThkLTQ4NmMtODc3ZS00YzhlNjg4Yzc1YzbYAgXgAgE&sid=cba41a1ac4daf1280fa535fc1f4ebac5&aid=304142&ucfs=1&arphpl=1&checkin=2024-07-20&checkout=2024-07-25&dest_id=-1421049&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=100&sr_order=popularity&srpvid=71f05b68840401f4&srepoch=1721221201&all_sr_blocks=797637102_339989529_2_0_0&highlighted_blocks=797637102_339989529_2_0_0&matching_block_id=797637102_339989529_2_0_0&sr_pri_blocks=797637102_339989529_2_0_0__43300&from=searchresults#hotelTmpl,"48.07497910,7.35649980",7.9,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement  ! Connectez-vous pour économiser.

Le Travel Homes - The Trifel, 2min walk Little Venice est situé dans la vieille ville de Colmar, à moins de 1 km de la gare, à 3 minutes à pied de la collégiale Saint-Martin et à 4,1 km du parc des expositions Colmar Expo. Un parking privé est disponible sur place. Il se trouve à 500 mètres de la Maison des Têtes et à moins de 200 mètres du centre-ville.

Doté d'une connexion Wi-Fi gratuite, cet appartement dispose d'une télévision par câble, d'un lave-linge et d'une cuisine entièrement équipée avec un four micro-ondes et un réfrigérateur. Les serviettes et le linge de lit sont fournis. Cet établissement est non-fumeurs.

Le château du Haut Koenigsbourg se trouve à 28 km, tandis que le parc des expositions de Mulhouse est à 41 km. L'aéroport le plus proche, celui de Mulhouse-Fribourg, est situé à 55 km.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,7 pour un séjour à deux.Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",100.18125,395.875,1967.945,0.549,63.225,16.0,light rain,40,1470,5,5,3974.00125,7.3579641,48.0777517
Besançon,Studio vieille ville,https://www.booking.com/hotel/fr/studio-vieille-ville-besancon.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9kaWpvbkgNWARoTYgBApgBDbgBGMgBEdgBAegBAfgBA4gCAagCBLgCrcXetAbAAgHSAiRlYzAzNzU3Yy02NThkLTQ4NmMtODc3ZS00YzhlNjg4Yzc1YzbYAgXgAgE&sid=cba41a1ac4daf1280fa535fc1f4ebac5&aid=304142&ucfs=1&arphpl=1&checkin=2024-07-20&checkout=2024-07-25&dest_id=-1412198&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=72&sr_order=popularity&srpvid=3a595b682fa70dcd&srepoch=1721221202&all_sr_blocks=992349601_387264704_0_0_0&highlighted_blocks=992349601_387264704_0_0_0&matching_block_id=992349601_387264704_0_0_0&sr_pri_blocks=992349601_387264704_0_0_0__26050&from=searchresults#hotelTmpl,"47.24054120,6.01864330",5.7,"Situé à 1,4 km de la gare de Besançon-Mouillère, à 4,1 km du Micropolis et à 12 km de la gare TGV de Besançon Franche-Comté, le Studio vieille ville propose un hébergement à Besançon. L'université de Besançon-Vesoul se trouve à 4,1 km. Une connexion Wi-Fi est disponible gratuitement dans l'ensemble de l'établissement. La gare de Besançon Viotte est à moins de 1 km.

La cuisine est équipée d'un réfrigérateur. Cet établissement est non-fumeurs.

Vous séjournerez à proximité du musée du Temps de Besançon, du musée des Beaux-Arts et d'archéologie de Besançon ainsi que de la cathédrale Saint-Jean de Besançon. L'aéroport de Dole-Jura, le plus proche, est implanté à 62 km.Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",97.09375,419.375,1959.88,0.5237499999999999,71.95,9.0,light rain,40,1470,5,5,3986.34875,6.0243622,47.2380222
Besançon,Hotel Du Nord,https://www.booking.com/hotel/fr/du-nord-besancon.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9kaWpvbkgNWARoTYgBApgBDbgBGMgBEdgBAegBAfgBA4gCAagCBLgCrcXetAbAAgHSAiRlYzAzNzU3Yy02NThkLTQ4NmMtODc3ZS00YzhlNjg4Yzc1YzbYAgXgAgE&sid=cba41a1ac4daf1280fa535fc1f4ebac5&aid=304142&ucfs=1&arphpl=1&checkin=2024-07-20&checkout=2024-07-25&dest_id=-1412198&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=73&sr_order=popularity&srpvid=3a595b682fa70dcd&srepoch=1721221202&all_sr_blocks=25118902_129386340_2_2_0&highlighted_blocks=25118902_129386340_2_2_0&matching_block_id=25118902_129386340_2_2_0&sr_pri_blocks=25118902_129386340_2_2_0__45023&from=searchresults#hotelTmpl,"47.23727603,6.02586955",8.2,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement  ! Connectez-vous pour économiser.

Cet hôtel est situé au cœur de Besançon, à seulement 700 mètres des rives du Doubs. Vous bénéficierez d'une connexion Wi-Fi gratuite.- une connexion Wi-Fi et vous pourrez vous détendre dans le bar-salon de l'hôtel.

Décorées avec simplicité, toutes les chambres comprennent une télévision par satellite à écran plat. Desservies par un ascenseur, les chambres comprennent une salle de bains privative.

Un petit-déjeuner buffet composé de jus d'orange frais et de spécialités régionales est servi tous les matins dans la salle prévue à cet effet.

L'église Sainte-Madeleine se trouve à 10 minutes à pied et la gare de Besançon-Viotte est à 1,5 km de l'hôtel. Le musée des beaux-arts et d'archéologie de Besançon se trouve à seulement 450 mètres.

Un local à vélos est disponible gratuitement sur place. Des frais peuvent s'appliquer pour les motos.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,6 pour un séjour à deux.Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",97.09375,419.375,1959.88,0.5237499999999999,71.95,9.0,light rain,40,1470,5,5,3986.34875,6.0243622,47.2380222
Besançon,Mercure Besancon Parc Micaud - Hotel & Bar,https://www.booking.com/hotel/fr/besancon-parc-micaud.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9kaWpvbkgNWARoTYgBApgBDbgBGMgBEdgBAegBAfgBA4gCAagCBLgCrcXetAbAAgHSAiRlYzAzNzU3Yy02NThkLTQ4NmMtODc3ZS00YzhlNjg4Yzc1YzbYAgXgAgE&sid=cba41a1ac4daf1280fa535fc1f4ebac5&aid=304142&ucfs=1&arphpl=1&checkin=2024-07-20&checkout=2024-07-25&dest_id=-1412198&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=74&sr_order=popularity&srpvid=3a595b682fa70dcd&srepoch=1721221202&all_sr_blocks=5709701_94275257_2_34_0&highlighted_blocks=5709701_94275257_2_34_0&matching_block_id=5709701_94275257_2_34_0&sr_pri_blocks=5709701_94275257_2_34_0__52299&from=searchresults#hotelTmpl,"47.24228752,6.03179455",7.2,"Cet hôtel Mercure est situé dans le centre-ville de Besançon, dans les jardins du casino, au bord du Doubs et en face du parc Micaud.

Il propose 91 chambres climatisées, dont 78 réservées aux non-fumeurs, toutes équipées d'une salle de bains privative et de la télévision par satellite à écran plat.

Le restaurant de l'hôtel, Le Vesontio, sert une cuisine traditionnelle et offre une vue splendide sur les jardins du casino. L'Instant, le bar de l'hôtel, est ouvert jusqu'à 23h00.

Vous profiterez d'un casino, d'une salle de sport et d'un bar karaoké à 3 km de l'hôtel.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 8,8 pour un séjour à deux.Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",97.09375,419.375,1959.88,0.5237499999999999,71.95,9.0,light rain,40,1470,5,5,3986.34875,6.0243622,47.2380222
Besançon,Contact Hôtel Foch,https://www.booking.com/hotel/fr/foch-besancon.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9kaWpvbkgNWARoTYgBApgBDbgBGMgBEdgBAegBAfgBA4gCAagCBLgCrcXetAbAAgHSAiRlYzAzNzU3Yy02NThkLTQ4NmMtODc3ZS00YzhlNjg4Yzc1YzbYAgXgAgE&sid=cba41a1ac4daf1280fa535fc1f4ebac5&aid=304142&ucfs=1&arphpl=1&checkin=2024-07-20&checkout=2024-07-25&dest_id=-1412198&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=71&sr_order=popularity&srpvid=3a595b682fa70dcd&srepoch=1721221202&all_sr_blocks=2429503_363846831_2_2_0&highlighted_blocks=2429503_363846831_2_2_0&matching_block_id=2429503_363846831_2_2_0&sr_pri_blocks=2429503_363846831_2_2_0__36650&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"47.24619696,6.02335095",7.3,"Situé à quelques pas de la gare de Besançon et à seulement cinq minutes du centre-ville, l'hôtel Foch propose qualité et confort à un prix abordable.

Ce charmant hôtel dispose d'une vue panoramique sur le centre-ville depuis ses chambres bien équipées. Les chambres sont dotées d'une douche ou d'une baignoire, d'une télévision et d'une connexion par WiFi gratuite.

L'hôtel Foch est également doté d'une réception ouverte 24 heures sur 24, d'un parking situé à 20 mètres de l'hôtel, d'un bar et d'un buffet de petit déjeuner.

La ville de Besançon se trouve à proximité de la frontière suisse. C'est le chef-lieu du département du Doubs, dans la région de Franche-Comté.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 8,0 pour un séjour à deux.Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",97.09375,419.375,1959.88,0.5237499999999999,71.95,9.0,light rain,40,1470,5,5,3986.34875,6.0243622,47.2380222
Besançon,Brit Hotel Besancon l'Horloge,https://www.booking.com/hotel/fr/kyriad-besancon-palente.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9kaWpvbkgNWARoTYgBApgBDbgBGMgBEdgBAegBAfgBA4gCAagCBLgCrcXetAbAAgHSAiRlYzAzNzU3Yy02NThkLTQ4NmMtODc3ZS00YzhlNjg4Yzc1YzbYAgXgAgE&sid=cba41a1ac4daf1280fa535fc1f4ebac5&aid=304142&ucfs=1&arphpl=1&checkin=2024-07-20&checkout=2024-07-25&dest_id=-1412198&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=68&sr_order=popularity&srpvid=3a595b682fa70dcd&srepoch=1721221202&all_sr_blocks=17624008_102726069_2_2_0&highlighted_blocks=17624008_102726069_2_2_0&matching_block_id=17624008_102726069_2_2_0&sr_pri_blocks=17624008_102726069_2_2_0__30500&from=searchresults#hotelTmpl,"47.26358654,6.05153292",7.6,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement  ! Connectez-vous pour économiser.

Situé à Besançon, à 3,2 km de la gare de Besançon-Viotte, le Brit Hotel Besancon l'Horloge propose un salon commun, un parking privé gratuit, une terrasse et un bar. Cet hôtel 3 étoiles propose une connexion Wi-Fi gratuite et un service d'étage. Cet établissement non-fumeurs se trouve à 3,6 km de la gare de Besançon-Mouillère.

Toutes les chambres sont équipées d'une télévision par satellite à écran plat, d'une bouilloire, d'une douche, d'articles de toilette gratuits et d'un bureau. Leur salle de bains privative est pourvue d'un sèche-cheveux.

Un petit-déjeuner buffet est servi tous les matins sur place.

Vous pourrez pratiquer diverses activités à Besançon et dans les environs, telles que la randonnée.

Le Brit Hotel Besancon l'Horloge se trouve à 7,9 km de Micropolis et à 13 km de la gare TGV de Besançon Franche-Comté. L'aéroport de Dole-Jura, le plus proche, est implanté à 64 km.Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",97.09375,419.375,1959.88,0.5237499999999999,71.95,9.0,light rain,40,1470,5,5,3986.34875,6.0243622,47.2380222
Besançon,Jacuzzi cœur de ville,https://www.booking.com/hotel/fr/jacuzzi-coeur-de-ville.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9kaWpvbkgNWARoTYgBApgBDbgBGMgBEdgBAegBAfgBA4gCAagCBLgCrcXetAbAAgHSAiRlYzAzNzU3Yy02NThkLTQ4NmMtODc3ZS00YzhlNjg4Yzc1YzbYAgXgAgE&sid=cba41a1ac4daf1280fa535fc1f4ebac5&aid=304142&ucfs=1&arphpl=1&checkin=2024-07-20&checkout=2024-07-25&dest_id=-1412198&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=65&sr_order=popularity&srpvid=3a595b682fa70dcd&srepoch=1721221202&all_sr_blocks=1230341601_395022388_5_0_0&highlighted_blocks=1230341601_395022388_5_0_0&matching_block_id=1230341601_395022388_5_0_0&sr_pri_blocks=1230341601_395022388_5_0_0__54307&from=searchresults#hotelTmpl,"47.23887760,6.02434450",,"Le Jacuzzi cœur de ville est situé dans la vieille ville de Besançon, à 1,2 km de la gare de Besançon Viotte, à 4,7 km de Micropolis et à 13 km de la gare TGV de Besançon Franche-Comté. Vous séjournerez à 5,6 km de l'université Besançon Vesoul. Vous séjournerez à 1,1 km de la gare de Besançon-Mouillère et à moins de 400 mètres du centre-ville.

Cet établissement est non-fumeurs.

Vous séjournerez à proximité du musée du Temps de Besançon, du musée des Beaux-Arts et d'Archéologie de Besançon et de la cathédrale Saint-Jean de Besançon. L'aéroport de Dole-Jura, le plus proche, est implanté à 64 km.Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",97.09375,419.375,1959.88,0.5237499999999999,71.95,9.0,light rain,40,1470,5,5,3986.34875,6.0243622,47.2380222
Besançon,ibis budget Besançon Ecole Valentin,https://www.booking.com/hotel/fr/ibis-budget.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9kaWpvbkgNWARoTYgBApgBDbgBGMgBEdgBAegBAfgBA4gCAagCBLgCrcXetAbAAgHSAiRlYzAzNzU3Yy02NThkLTQ4NmMtODc3ZS00YzhlNjg4Yzc1YzbYAgXgAgE&sid=cba41a1ac4daf1280fa535fc1f4ebac5&aid=304142&ucfs=1&arphpl=1&checkin=2024-07-20&checkout=2024-07-25&dest_id=-1412198&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=70&sr_order=popularity&srpvid=3a595b682fa70dcd&srepoch=1721221202&all_sr_blocks=40958910_96986623_3_34_0&highlighted_blocks=40958910_96986623_3_34_0&matching_block_id=40958910_96986623_3_34_0&sr_pri_blocks=40958910_96986623_3_34_0__25885&from=searchresults#hotelTmpl,"47.27788606,5.99461377",6.0,"L'ibis budget Besançon École Valentin vous accueille à proximité de l'autoroute A36, à 6 km du centre de Besançon et à 1 km de la gare d'École-Valentin. Vous pourrez profiter gratuitement d'une connexion Wi-Fi dans l'ensemble de l'hôtel et d'un parking sur place. Des journaux seront mis à votre disposition dans le hall.

Décorées dans un style contemporain, les chambres de l'ibis budget Besançon École Valentin disposent d'une télévision à écran plat et d'une salle de bains privative pourvue d'une douche.

Un petit-déjeuner buffet vous sera servi tous les matins dans la salle prévue à cet effet. Une fois votre petit-déjeuner avalé, vous pourrez emprunter l'autoroute A36 pour découvrir Dijon ou Montbéliard, toutes deux accessibles en moins de 50 minutes.

Plusieurs restaurants et supermarchés se trouvent à proximité de l'ibis budget Besançon Ecole Valentin. Un club de sport et de bien-être est accessible en moins de 10 minutes de marche de l'hôtel.Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",97.09375,419.375,1959.88,0.5237499999999999,71.95,9.0,light rain,40,1470,5,5,3986.34875,6.0243622,47.2380222
Besançon,Hôtel Fontaine Argent - Centre Ville,https://www.booking.com/hotel/fr/fontaine-argent.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9kaWpvbkgNWARoTYgBApgBDbgBGMgBEdgBAegBAfgBA4gCAagCBLgCrcXetAbAAgHSAiRlYzAzNzU3Yy02NThkLTQ4NmMtODc3ZS00YzhlNjg4Yzc1YzbYAgXgAgE&sid=cba41a1ac4daf1280fa535fc1f4ebac5&aid=304142&ucfs=1&arphpl=1&checkin=2024-07-20&checkout=2024-07-25&dest_id=-1412198&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=69&sr_order=popularity&srpvid=3a595b682fa70dcd&srepoch=1721221202&all_sr_blocks=562321701_363689999_0_2_0&highlighted_blocks=562321701_363689999_0_2_0&matching_block_id=562321701_363689999_0_2_0&sr_pri_blocks=562321701_363689999_0_2_0__42480&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"47.24614600,6.03318600",8.3,"L'Hôtel Fontaine Argent - Centre Ville est situé à Besançon, à 6,6 km de Micropolis et à 13 km de la gare TGV de Besançon Franche-Comté. Doté d'une terrasse, cet hôtel 3 étoiles propose des chambres climatisées avec connexion Wi-Fi gratuite et salle de bains privative. Un parking privé est disponible sur place.

Toutes les chambres comprennent une télévision à écran plat et des articles de toilette gratuits.

L'Hôtel Fontaine Argent - Centre Ville sert un petit-déjeuner buffet.

Vous séjournerez à proximité de la gare de Besançon-Mouillère, de la gare de Besançon-Viotte et de la cathédrale Saint-Jean de Besançon. L'aéroport le plus proche, celui de Dole-Jura, est situé à 64 km.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 8,7 pour un séjour à deux.Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",97.09375,419.375,1959.88,0.5237499999999999,71.95,9.0,light rain,40,1470,5,5,3986.34875,6.0243622,47.2380222
Besançon,Ethic Etapes CIS de Besançon,https://www.booking.com/hotel/fr/ethic-etapes-centre-international-de-sa-c-jour-de-besanasson.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9kaWpvbkgNWARoTYgBApgBDbgBGMgBEdgBAegBAfgBA4gCAagCBLgCrcXetAbAAgHSAiRlYzAzNzU3Yy02NThkLTQ4NmMtODc3ZS00YzhlNjg4Yzc1YzbYAgXgAgE&sid=cba41a1ac4daf1280fa535fc1f4ebac5&aid=304142&ucfs=1&arphpl=1&checkin=2024-07-20&checkout=2024-07-25&dest_id=-1412198&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=67&sr_order=popularity&srpvid=3a595b682fa70dcd&srepoch=1721221202&all_sr_blocks=40075403_311121057_2_41_0&highlighted_blocks=40075403_311121057_2_41_0&matching_block_id=40075403_311121057_2_41_0&sr_pri_blocks=40075403_311121057_2_41_0__27600&from=searchresults#hotelTmpl,"47.25111839,5.99989772",7.0,"La résidence Ethic Etapes CIS de Besançon se trouve à 3 km de la gare de La Viotte et à 4 km du centre-ville. Il propose une connexion Wi-Fi gratuite, un bar et un jardin.

Toutes les chambres chauffées de l'Ethic Etapes CIS de Besançon disposent d'une télévision à écran plat et d'une armoire. Elles comprennent également une salle de bains privative avec articles de toilette gratuits et douche. Certaines chambres sont adaptées aux personnes à mobilité réduite.

L'Ethic Etapes CIS de Besançon vous propose un petit-déjeuner continental tous les matins. Vous pourrez déguster des plats méditerranéens et français au restaurant en libre-service pour le déjeuner ou le dîner.

Un sèche-linge et un lave-linge sont disponibles à la laverie. L'établissement met un parking privé à votre disposition gratuitement. Plusieurs universités sont accessibles en moins de 15 minutes à pied et le stade Palais des Sports se trouve à 1 km.Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",97.09375,419.375,1959.88,0.5237499999999999,71.95,9.0,light rain,40,1470,5,5,3986.34875,6.0243622,47.2380222
