,city,latitude,longitude,timepoint,main_weather,feels_like,humidity,wind_speed,precipitation,clouds,city_id
278,Amiens,49.8941708,2.2956951,1721109600,scattered clouds,14.25,94,3.91,0.0,29,3
279,Amiens,49.8941708,2.2956951,1721120400,light rain,17.54,84,5.62,0.51,82,3
280,Lille,50.6365654,3.0635282,1720699200,few clouds,20.49,51,3.51,0.0,16,22
281,Lille,50.6365654,3.0635282,1720710000,few clouds,21.61,46,3.33,0.0,20,22
282,Lille,50.6365654,3.0635282,1720720800,scattered clouds,19.86,59,3.44,0.0,38,22
283,Lille,50.6365654,3.0635282,1720731600,overcast clouds,16.21,70,2.86,0.0,100,22
284,Lille,50.6365654,3.0635282,1720742400,overcast clouds,13.95,75,3.05,0.0,97,22
285,Lille,50.6365654,3.0635282,1720753200,light rain,13.48,89,3.54,0.75,100,22
286,Lille,50.6365654,3.0635282,1720764000,light rain,13.45,95,3.92,1.88,100,22
287,Lille,50.6365654,3.0635282,1720774800,moderate rain,12.85,95,4.35,7.81,100,22
288,Lille,50.6365654,3.0635282,1720785600,light rain,13.55,91,4.3,1.15,100,22
289,Lille,50.6365654,3.0635282,1720796400,overcast clouds,13.81,89,3.28,0.0,100,22
290,Lille,50.6365654,3.0635282,1720807200,light rain,15.16,83,4.05,0.35,97,22
291,Lille,50.6365654,3.0635282,1720818000,light rain,11.32,92,2.24,0.15,26,22
292,Lille,50.6365654,3.0635282,1720828800,scattered clouds,10.3,93,2.52,0.0,30,22
293,Lille,50.6365654,3.0635282,1720839600,few clouds,9.85,94,2.89,0.0,18,22
294,Lille,50.6365654,3.0635282,1720850400,few clouds,11.75,86,3.81,0.0,12,22
295,Lille,50.6365654,3.0635282,1720861200,clear sky,16.33,62,4.76,0.0,0,22
296,Lille,50.6365654,3.0635282,1720872000,few clouds,18.83,51,4.83,0.0,11,22
297,Lille,50.6365654,3.0635282,1720882800,light rain,19.3,54,4.6,0.23,34,22
298,Lille,50.6365654,3.0635282,1720893600,scattered clouds,17.91,61,2.52,0.0,27,22
299,Lille,50.6365654,3.0635282,1720904400,clear sky,13.18,85,1.51,0.0,9,22
300,Lille,50.6365654,3.0635282,1720915200,clear sky,11.83,89,0.98,0.0,7,22
301,Lille,50.6365654,3.0635282,1720926000,clear sky,10.76,87,1.83,0.0,0,22
302,Lille,50.6365654,3.0635282,1720936800,clear sky,12.97,75,1.73,0.0,0,22
303,Lille,50.6365654,3.0635282,1720947600,scattered clouds,18.11,55,2.15,0.0,37,22
304,Lille,50.6365654,3.0635282,1720958400,broken clouds,20.64,47,2.58,0.0,66,22
305,Lille,50.6365654,3.0635282,1720969200,overcast clouds,20.43,50,2.39,0.0,100,22
306,Lille,50.6365654,3.0635282,1720980000,overcast clouds,19.01,61,1.76,0.0,94,22
307,Lille,50.6365654,3.0635282,1720990800,clear sky,15.21,71,0.89,0.0,5,22
308,Lille,50.6365654,3.0635282,1721001600,clear sky,13.63,77,0.88,0.0,2,22
309,Lille,50.6365654,3.0635282,1721012400,clear sky,12.81,83,1.62,0.0,8,22
310,Lille,50.6365654,3.0635282,1721023200,broken clouds,15.19,80,2.29,0.0,55,22
311,Lille,50.6365654,3.0635282,1721034000,overcast clouds,20.45,61,2.54,0.0,100,22
312,Lille,50.6365654,3.0635282,1721044800,overcast clouds,23.17,50,2.68,0.0,100,22
313,Lille,50.6365654,3.0635282,1721055600,light rain,20.13,75,2.76,0.32,100,22
314,Lille,50.6365654,3.0635282,1721066400,light rain,19.28,82,2.56,0.18,93,22
315,Lille,50.6365654,3.0635282,1721077200,light rain,15.73,94,5.43,0.42,97,22
316,Lille,50.6365654,3.0635282,1721088000,overcast clouds,14.66,94,3.56,0.0,86,22
317,Lille,50.6365654,3.0635282,1721098800,scattered clouds,13.15,94,3.35,0.0,25,22
318,Lille,50.6365654,3.0635282,1721109600,scattered clouds,14.81,88,3.99,0.0,36,22
319,Lille,50.6365654,3.0635282,1721120400,light rain,18.83,73,4.95,0.39,90,22
320,Strasbourg,48.584614,7.7507127,1720699200,light rain,24.74,73,1.36,0.82,75,32
321,Strasbourg,48.584614,7.7507127,1720710000,light rain,24.98,70,0.66,0.65,71,32
322,Strasbourg,48.584614,7.7507127,1720720800,broken clouds,24.43,77,1.08,0.0,79,32
323,Strasbourg,48.584614,7.7507127,1720731600,broken clouds,20.33,83,1.44,0.0,75,32
324,Strasbourg,48.584614,7.7507127,1720742400,overcast clouds,19.1,89,1.67,0.0,88,32
325,Strasbourg,48.584614,7.7507127,1720753200,moderate rain,18.23,98,1.84,3.8,100,32
326,Strasbourg,48.584614,7.7507127,1720764000,light rain,19.24,96,2.24,2.71,100,32
327,Strasbourg,48.584614,7.7507127,1720774800,light rain,23.3,82,2.74,0.68,100,32
328,Strasbourg,48.584614,7.7507127,1720785600,moderate rain,23.99,79,2.51,3.29,100,32
329,Strasbourg,48.584614,7.7507127,1720796400,light rain,23.83,75,2.91,1.85,99,32
330,Strasbourg,48.584614,7.7507127,1720807200,light rain,19.88,88,3.03,1.69,100,32
331,Strasbourg,48.584614,7.7507127,1720818000,light rain,16.58,90,3.1,1.45,100,32
332,Strasbourg,48.584614,7.7507127,1720828800,overcast clouds,14.28,90,2.34,0.0,100,32
333,Strasbourg,48.584614,7.7507127,1720839600,broken clouds,14.18,85,0.76,0.0,58,32
334,Strasbourg,48.584614,7.7507127,1720850400,broken clouds,14.87,84,2.04,0.0,56,32
335,Strasbourg,48.584614,7.7507127,1720861200,light rain,17.87,69,1.13,0.12,19,32
336,Strasbourg,48.584614,7.7507127,1720872000,light rain,20.46,61,1.13,0.31,29,32
337,Strasbourg,48.584614,7.7507127,1720882800,light rain,21.42,59,1.0,0.31,25,32
338,Strasbourg,48.584614,7.7507127,1720893600,light rain,19.94,76,1.03,0.33,19,32
339,Strasbourg,48.584614,7.7507127,1720904400,clear sky,15.63,79,0.72,0.0,0,32
340,Strasbourg,48.584614,7.7507127,1720915200,clear sky,14.13,85,0.35,0.0,0,32
341,Strasbourg,48.584614,7.7507127,1720926000,clear sky,13.05,89,0.51,0.0,0,32
342,Strasbourg,48.584614,7.7507127,1720936800,few clouds,15.43,85,0.88,0.0,14,32
343,Strasbourg,48.584614,7.7507127,1720947600,few clouds,20.39,73,0.89,0.0,19,32
344,Strasbourg,48.584614,7.7507127,1720958400,scattered clouds,23.45,57,0.74,0.0,49,32
345,Strasbourg,48.584614,7.7507127,1720969200,overcast clouds,23.6,59,2.24,0.0,100,32
346,Strasbourg,48.584614,7.7507127,1720980000,overcast clouds,20.93,74,2.07,0.0,100,32
347,Strasbourg,48.584614,7.7507127,1720990800,overcast clouds,18.12,77,1.61,0.0,97,32
348,Strasbourg,48.584614,7.7507127,1721001600,overcast clouds,16.24,82,1.68,0.0,95,32
349,Strasbourg,48.584614,7.7507127,1721012400,broken clouds,15.09,83,1.81,0.0,76,32
350,Strasbourg,48.584614,7.7507127,1721023200,overcast clouds,16.93,81,1.99,0.0,86,32
351,Strasbourg,48.584614,7.7507127,1721034000,overcast clouds,22.1,72,1.55,0.0,96,32
352,Strasbourg,48.584614,7.7507127,1721044800,broken clouds,28.28,64,1.3,0.0,77,32
353,Strasbourg,48.584614,7.7507127,1721055600,broken clouds,30.82,59,1.16,0.0,63,32
354,Strasbourg,48.584614,7.7507127,1721066400,heavy intensity rain,21.74,93,1.22,18.63,79,32
355,Strasbourg,48.584614,7.7507127,1721077200,light rain,20.42,95,2.65,0.17,88,32
356,Strasbourg,48.584614,7.7507127,1721088000,light rain,18.11,94,2.47,0.18,94,32
357,Strasbourg,48.584614,7.7507127,1721098800,light rain,16.59,96,1.41,0.27,46,32
358,Strasbourg,48.584614,7.7507127,1721109600,scattered clouds,18.32,90,1.22,0.0,27,32
359,Strasbourg,48.584614,7.7507127,1721120400,scattered clouds,21.53,67,2.2,0.0,29,32
360,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1720699200,light rain,22.27,69,1.04,1.9,0,14
361,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1720710000,light rain,22.36,70,0.62,1.27,29,14
362,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1720720800,light rain,21.13,82,0.97,0.41,63,14
363,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1720731600,light rain,16.98,94,0.79,0.57,98,14
364,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1720742400,light rain,16.37,95,0.64,0.42,99,14
365,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1720753200,moderate rain,15.7,98,1.81,6.46,100,14
366,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1720764000,light rain,17.15,96,1.3,1.23,100,14
367,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1720774800,overcast clouds,21.51,70,1.6,0.0,100,14
368,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1720785600,light rain,21.01,72,2.11,1.54,100,14
369,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1720796400,light rain,18.85,82,1.8,1.18,100,14
370,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1720807200,light rain,17.28,88,2.16,0.46,100,14
371,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1720818000,light rain,13.24,92,2.71,0.68,100,14
372,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1720828800,overcast clouds,10.29,96,2.52,0.0,88,14
373,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1720839600,broken clouds,10.61,85,1.97,0.0,52,14
374,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1720850400,scattered clouds,11.81,83,1.08,0.0,46,14
375,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1720861200,light rain,15.49,66,1.28,0.19,24,14
376,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1720872000,light rain,17.79,59,1.46,0.35,46,14
377,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1720882800,light rain,18.97,57,1.41,0.6,44,14
378,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1720893600,light rain,16.87,79,0.7,0.51,40,14
379,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1720904400,clear sky,11.58,91,1.96,0.0,2,14
380,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1720915200,clear sky,10.32,92,1.74,0.0,7,14
381,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1720926000,clear sky,9.52,91,1.48,0.0,2,14
382,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1720936800,clear sky,12.99,82,0.46,0.0,4,14
383,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1720947600,few clouds,19.09,58,1.63,0.0,21,14
384,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1720958400,broken clouds,21.93,52,2.76,0.0,59,14
385,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1720969200,overcast clouds,22.53,55,2.55,0.0,87,14
386,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1720980000,overcast clouds,18.57,80,1.46,0.0,93,14
387,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1720990800,broken clouds,14.76,87,1.56,0.0,80,14
388,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1721001600,overcast clouds,13.8,85,0.91,0.0,90,14
389,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1721012400,overcast clouds,12.9,84,0.75,0.0,100,14
390,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1721023200,overcast clouds,15.68,77,1.16,0.0,100,14
391,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1721034000,overcast clouds,20.87,65,1.66,0.0,99,14
392,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1721044800,broken clouds,25.68,54,1.79,0.0,82,14
393,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1721055600,light rain,24.3,71,3.12,1.34,70,14
394,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1721066400,moderate rain,19.42,93,0.75,6.62,84,14
395,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1721077200,broken clouds,15.81,93,2.37,0.0,58,14
396,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1721088000,broken clouds,14.74,95,1.84,0.0,70,14
397,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1721098800,broken clouds,13.94,96,1.61,0.0,65,14
398,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1721109600,scattered clouds,15.73,89,1.48,0.0,33,14
399,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,1721120400,few clouds,19.6,57,1.51,0.0,24,14
400,Colmar,48.0777517,7.3579641,1720699200,light rain,25.97,69,1.54,1.81,0,16
401,Colmar,48.0777517,7.3579641,1720710000,light rain,25.95,71,1.44,1.59,29,16
402,Colmar,48.0777517,7.3579641,1720720800,light rain,24.42,83,0.99,0.4,63,16
403,Colmar,48.0777517,7.3579641,1720731600,light rain,19.86,94,1.55,0.78,89,16
404,Colmar,48.0777517,7.3579641,1720742400,light rain,19.19,95,1.5,0.27,92,16
405,Colmar,48.0777517,7.3579641,1720753200,moderate rain,18.53,97,1.37,5.08,100,16
406,Colmar,48.0777517,7.3579641,1720764000,light rain,20.03,95,1.58,0.42,100,16
407,Colmar,48.0777517,7.3579641,1720774800,overcast clouds,24.95,66,1.45,0.0,100,16
408,Colmar,48.0777517,7.3579641,1720785600,light rain,24.92,64,1.85,1.29,100,16
409,Colmar,48.0777517,7.3579641,1720796400,light rain,22.1,81,0.87,1.44,98,16
410,Colmar,48.0777517,7.3579641,1720807200,light rain,20.56,85,1.17,0.63,99,16
411,Colmar,48.0777517,7.3579641,1720818000,light rain,16.86,91,1.55,1.32,100,16
412,Colmar,48.0777517,7.3579641,1720828800,light rain,13.41,95,2.18,0.19,85,16
413,Colmar,48.0777517,7.3579641,1720839600,few clouds,12.5,90,1.77,0.0,23,16
414,Colmar,48.0777517,7.3579641,1720850400,scattered clouds,14.76,81,0.23,0.0,35,16
415,Colmar,48.0777517,7.3579641,1720861200,light rain,17.26,73,1.63,0.16,33,16
416,Colmar,48.0777517,7.3579641,1720872000,light rain,20.7,60,2.67,0.27,50,16
417,Colmar,48.0777517,7.3579641,1720882800,light rain,21.23,65,1.73,0.73,69,16
418,Colmar,48.0777517,7.3579641,1720893600,light rain,19.64,81,1.23,0.57,52,16
419,Colmar,48.0777517,7.3579641,1720904400,light rain,14.46,91,2.15,0.12,2,16
420,Colmar,48.0777517,7.3579641,1720915200,few clouds,13.44,90,1.72,0.0,17,16
421,Colmar,48.0777517,7.3579641,1720926000,clear sky,12.18,89,1.46,0.0,10,16
422,Colmar,48.0777517,7.3579641,1720936800,clear sky,15.81,82,0.47,0.0,7,16
423,Colmar,48.0777517,7.3579641,1720947600,few clouds,21.61,62,1.76,0.0,15,16
424,Colmar,48.0777517,7.3579641,1720958400,scattered clouds,24.57,55,3.01,0.0,50,16
425,Colmar,48.0777517,7.3579641,1720969200,broken clouds,25.29,57,2.96,0.0,82,16
426,Colmar,48.0777517,7.3579641,1720980000,broken clouds,21.14,81,2.04,0.0,84,16
427,Colmar,48.0777517,7.3579641,1720990800,overcast clouds,17.82,82,2.24,0.0,94,16
428,Colmar,48.0777517,7.3579641,1721001600,overcast clouds,16.9,81,1.36,0.0,100,16
429,Colmar,48.0777517,7.3579641,1721012400,overcast clouds,15.92,82,1.44,0.0,100,16
430,Colmar,48.0777517,7.3579641,1721023200,overcast clouds,18.41,77,1.36,0.0,99,16
431,Colmar,48.0777517,7.3579641,1721034000,overcast clouds,23.67,65,1.6,0.0,97,16
432,Colmar,48.0777517,7.3579641,1721044800,broken clouds,29.25,54,1.67,0.0,67,16
433,Colmar,48.0777517,7.3579641,1721055600,light rain,29.54,68,3.05,1.03,44,16
434,Colmar,48.0777517,7.3579641,1721066400,moderate rain,22.93,91,0.68,3.76,62,16
435,Colmar,48.0777517,7.3579641,1721077200,broken clouds,18.76,93,2.38,0.0,79,16
436,Colmar,48.0777517,7.3579641,1721088000,light rain,17.39,94,1.52,0.1,75,16
437,Colmar,48.0777517,7.3579641,1721098800,broken clouds,17.15,95,1.07,0.0,77,16
438,Colmar,48.0777517,7.3579641,1721109600,scattered clouds,18.99,88,1.11,0.0,41,16
439,Colmar,48.0777517,7.3579641,1721120400,clear sky,23.38,54,0.76,0.0,10,16
440,Eguisheim,48.0447968,7.3079618,1720699200,light rain,26.34,70,1.49,1.8,45,18
441,Eguisheim,48.0447968,7.3079618,1720710000,light rain,26.07,73,1.77,1.71,58,18
442,Eguisheim,48.0447968,7.3079618,1720720800,light rain,24.31,84,1.12,0.49,77,18
443,Eguisheim,48.0447968,7.3079618,1720731600,light rain,19.51,94,1.68,0.89,85,18
444,Eguisheim,48.0447968,7.3079618,1720742400,light rain,18.91,95,1.51,0.2,90,18
445,Eguisheim,48.0447968,7.3079618,1720753200,moderate rain,18.23,96,1.24,4.46,100,18
446,Eguisheim,48.0447968,7.3079618,1720764000,light rain,19.84,95,1.61,0.25,100,18
447,Eguisheim,48.0447968,7.3079618,1720774800,overcast clouds,24.54,65,1.64,0.0,100,18
448,Eguisheim,48.0447968,7.3079618,1720785600,light rain,24.54,63,2.22,0.89,100,18
449,Eguisheim,48.0447968,7.3079618,1720796400,light rain,21.68,81,1.03,1.38,98,18
450,Eguisheim,48.0447968,7.3079618,1720807200,light rain,20.34,83,1.28,0.47,99,18
451,Eguisheim,48.0447968,7.3079618,1720818000,light rain,16.71,90,1.37,1.1,100,18
452,Eguisheim,48.0447968,7.3079618,1720828800,light rain,13.21,94,2.11,0.18,83,18
453,Eguisheim,48.0447968,7.3079618,1720839600,few clouds,11.74,91,1.65,0.0,12,18
454,Eguisheim,48.0447968,7.3079618,1720850400,scattered clouds,14.43,81,0.02,0.0,31,18
455,Eguisheim,48.0447968,7.3079618,1720861200,light rain,16.63,75,1.7,0.17,46,18
456,Eguisheim,48.0447968,7.3079618,1720872000,light rain,20.47,59,2.79,0.25,59,18
457,Eguisheim,48.0447968,7.3079618,1720882800,light rain,20.57,68,1.76,0.76,86,18
458,Eguisheim,48.0447968,7.3079618,1720893600,light rain,19.29,82,1.28,0.55,62,18
459,Eguisheim,48.0447968,7.3079618,1720904400,light rain,14.08,90,2.21,0.13,4,18
460,Eguisheim,48.0447968,7.3079618,1720915200,few clouds,13.2,89,1.66,0.0,18,18
461,Eguisheim,48.0447968,7.3079618,1720926000,few clouds,11.94,88,1.4,0.0,11,18
462,Eguisheim,48.0447968,7.3079618,1720936800,clear sky,15.68,81,0.41,0.0,7,18
463,Eguisheim,48.0447968,7.3079618,1720947600,few clouds,21.39,61,1.85,0.0,18,18
464,Eguisheim,48.0447968,7.3079618,1720958400,scattered clouds,24.32,54,2.82,0.0,49,18
465,Eguisheim,48.0447968,7.3079618,1720969200,broken clouds,25.05,56,2.94,0.0,77,18
466,Eguisheim,48.0447968,7.3079618,1720980000,broken clouds,20.78,80,2.15,0.0,79,18
467,Eguisheim,48.0447968,7.3079618,1720990800,overcast clouds,17.61,81,2.24,0.0,96,18
468,Eguisheim,48.0447968,7.3079618,1721001600,overcast clouds,16.76,79,1.29,0.0,100,18
469,Eguisheim,48.0447968,7.3079618,1721012400,overcast clouds,15.81,81,1.43,0.0,100,18
470,Eguisheim,48.0447968,7.3079618,1721023200,overcast clouds,18.23,77,1.34,0.0,96,18
471,Eguisheim,48.0447968,7.3079618,1721034000,overcast clouds,23.59,64,1.61,0.0,94,18
472,Eguisheim,48.0447968,7.3079618,1721044800,broken clouds,29.02,53,1.68,0.0,61,18
473,Eguisheim,48.0447968,7.3079618,1721055600,light rain,28.84,70,2.94,1.01,40,18
474,Eguisheim,48.0447968,7.3079618,1721066400,moderate rain,22.78,90,0.54,3.06,58,18
475,Eguisheim,48.0447968,7.3079618,1721077200,broken clouds,18.4,93,2.31,0.0,80,18
476,Eguisheim,48.0447968,7.3079618,1721088000,light rain,17.16,94,1.52,0.18,76,18
477,Eguisheim,48.0447968,7.3079618,1721098800,broken clouds,16.91,95,1.17,0.0,81,18
478,Eguisheim,48.0447968,7.3079618,1721109600,scattered clouds,18.71,88,1.13,0.0,47,18
479,Eguisheim,48.0447968,7.3079618,1721120400,clear sky,23.19,53,1.12,0.0,10,18
480,Besançcon,47.2380222,6.0243622,1720699200,broken clouds,26.35,66,2.52,0.0,73,9
481,Besançcon,47.2380222,6.0243622,1720710000,broken clouds,26.28,65,2.96,0.0,65,9
482,Besançcon,47.2380222,6.0243622,1720720800,light rain,24.69,84,1.04,1.47,66,9
483,Besançcon,47.2380222,6.0243622,1720731600,light rain,19.31,96,1.56,1.42,97,9
484,Besançcon,47.2380222,6.0243622,1720742400,light rain,18.38,98,1.67,2.21,98,9
485,Besançcon,47.2380222,6.0243622,1720753200,light rain,17.44,97,1.6,2.01,100,9
486,Besançcon,47.2380222,6.0243622,1720764000,light rain,18.68,98,2.73,0.33,100,9
487,Besançcon,47.2380222,6.0243622,1720774800,light rain,20.31,91,3.84,0.2,100,9
488,Besançcon,47.2380222,6.0243622,1720785600,light rain,21.41,81,3.55,1.15,91,9
489,Besançcon,47.2380222,6.0243622,1720796400,light rain,19.27,93,2.2,0.65,99,9
490,Besançcon,47.2380222,6.0243622,1720807200,light rain,17.99,96,3.08,2.61,99,9
491,Besançcon,47.2380222,6.0243622,1720818000,light rain,15.27,96,0.96,0.41,99,9
492,Besançcon,47.2380222,6.0243622,1720828800,light rain,14.22,97,0.85,0.15,100,9
493,Besançcon,47.2380222,6.0243622,1720839600,overcast clouds,13.65,97,0.26,0.0,100,9
494,Besançcon,47.2380222,6.0243622,1720850400,overcast clouds,14.67,95,0.23,0.0,100,9
495,Besançcon,47.2380222,6.0243622,1720861200,light rain,19.09,70,1.0,0.25,49,9
496,Besançcon,47.2380222,6.0243622,1720872000,light rain,20.56,60,3.54,0.17,57,9
497,Besançcon,47.2380222,6.0243622,1720882800,light rain,21.18,59,3.13,0.12,44,9
498,Besançcon,47.2380222,6.0243622,1720893600,scattered clouds,19.36,78,0.8,0.0,50,9
499,Besançcon,47.2380222,6.0243622,1720904400,scattered clouds,13.6,89,1.31,0.0,44,9
500,Besançcon,47.2380222,6.0243622,1720915200,few clouds,12.21,93,1.35,0.0,24,9
501,Besançcon,47.2380222,6.0243622,1720926000,scattered clouds,11.49,91,1.45,0.0,49,9
502,Besançcon,47.2380222,6.0243622,1720936800,scattered clouds,15.4,77,1.03,0.0,26,9
503,Besançcon,47.2380222,6.0243622,1720947600,broken clouds,22.21,53,1.3,0.0,60,9
504,Besançcon,47.2380222,6.0243622,1720958400,broken clouds,25.44,48,2.29,0.0,79,9
505,Besançcon,47.2380222,6.0243622,1720969200,overcast clouds,24.6,65,3.41,0.0,94,9
506,Besançcon,47.2380222,6.0243622,1720980000,overcast clouds,22.77,82,1.66,0.0,93,9
507,Besançcon,47.2380222,6.0243622,1720990800,broken clouds,18.19,89,1.85,0.0,67,9
508,Besançcon,47.2380222,6.0243622,1721001600,broken clouds,17.52,91,1.06,0.0,79,9
509,Besançcon,47.2380222,6.0243622,1721012400,scattered clouds,16.73,88,0.94,0.0,44,9
510,Besançcon,47.2380222,6.0243622,1721023200,light rain,19.58,86,0.2,0.12,71,9
511,Besançcon,47.2380222,6.0243622,1721034000,scattered clouds,26.1,63,1.03,0.0,38,9
512,Besançcon,47.2380222,6.0243622,1721044800,scattered clouds,29.4,61,4.42,0.0,41,9
513,Besançcon,47.2380222,6.0243622,1721055600,light rain,24.32,92,5.29,1.59,42,9
514,Besançcon,47.2380222,6.0243622,1721066400,moderate rain,19.22,98,2.1,3.15,71,9
515,Besançcon,47.2380222,6.0243622,1721077200,broken clouds,18.17,98,2.3,0.0,72,9
516,Besançcon,47.2380222,6.0243622,1721088000,light rain,18.08,99,2.66,2.55,67,9
517,Besançcon,47.2380222,6.0243622,1721098800,light rain,17.36,98,1.99,0.15,97,9
518,Besançcon,47.2380222,6.0243622,1721109600,broken clouds,16.74,98,1.69,0.0,67,9
519,Besançcon,47.2380222,6.0243622,1721120400,light rain,19.51,79,3.39,0.24,66,9
520,Dijon,47.3215806,5.0414701,1720699200,light rain,25.72,64,0.58,0.42,25,17
521,Dijon,47.3215806,5.0414701,1720710000,light rain,25.55,68,1.57,0.44,66,17
522,Dijon,47.3215806,5.0414701,1720720800,light rain,23.36,86,1.71,2.2,95,17
523,Dijon,47.3215806,5.0414701,1720731600,light rain,18.9,95,0.64,2.73,77,17
524,Dijon,47.3215806,5.0414701,1720742400,moderate rain,18.21,99,1.7,3.7,89,17
525,Dijon,47.3215806,5.0414701,1720753200,light rain,17.66,99,2.8,2.98,100,17
526,Dijon,47.3215806,5.0414701,1720764000,light rain,18.97,92,3.64,0.33,95,17
527,Dijon,47.3215806,5.0414701,1720774800,overcast clouds,19.11,83,3.88,0.0,100,17
528,Dijon,47.3215806,5.0414701,1720785600,light rain,20.99,76,4.64,0.21,99,17
529,Dijon,47.3215806,5.0414701,1720796400,light rain,20.36,82,4.14,1.29,73,17
530,Dijon,47.3215806,5.0414701,1720807200,light rain,16.74,86,5.44,0.62,74,17
531,Dijon,47.3215806,5.0414701,1720818000,few clouds,12.89,95,2.08,0.0,14,17
532,Dijon,47.3215806,5.0414701,1720828800,scattered clouds,13.09,93,0.84,0.0,31,17
533,Dijon,47.3215806,5.0414701,1720839600,light rain,13.56,93,0.85,0.25,95,17
534,Dijon,47.3215806,5.0414701,1720850400,light rain,14.75,89,0.76,0.68,82,17
535,Dijon,47.3215806,5.0414701,1720861200,light rain,17.68,72,1.38,0.53,4,17
536,Dijon,47.3215806,5.0414701,1720872000,light rain,20.69,55,1.44,0.16,13,17
537,Dijon,47.3215806,5.0414701,1720882800,scattered clouds,21.22,55,0.95,0.0,40,17
538,Dijon,47.3215806,5.0414701,1720893600,broken clouds,20.01,76,0.36,0.0,53,17
539,Dijon,47.3215806,5.0414701,1720904400,broken clouds,14.26,91,2.06,0.0,68,17
540,Dijon,47.3215806,5.0414701,1720915200,broken clouds,12.95,91,1.92,0.0,52,17
541,Dijon,47.3215806,5.0414701,1720926000,scattered clouds,11.99,93,2.04,0.0,36,17
542,Dijon,47.3215806,5.0414701,1720936800,few clouds,14.73,87,1.37,0.0,19,17
543,Dijon,47.3215806,5.0414701,1720947600,broken clouds,19.17,72,1.86,0.0,77,17
544,Dijon,47.3215806,5.0414701,1720958400,overcast clouds,22.29,65,2.25,0.0,88,17
545,Dijon,47.3215806,5.0414701,1720969200,overcast clouds,23.26,67,2.75,0.0,97,17
546,Dijon,47.3215806,5.0414701,1720980000,overcast clouds,22.27,81,1.8,0.0,92,17
547,Dijon,47.3215806,5.0414701,1720990800,overcast clouds,17.62,89,2.79,0.0,100,17
548,Dijon,47.3215806,5.0414701,1721001600,overcast clouds,16.32,85,2.56,0.0,100,17
549,Dijon,47.3215806,5.0414701,1721012400,overcast clouds,15.65,86,1.99,0.0,96,17
550,Dijon,47.3215806,5.0414701,1721023200,overcast clouds,17.41,87,1.67,0.0,96,17
551,Dijon,47.3215806,5.0414701,1721034000,light rain,22.1,82,2.19,0.2,65,17
552,Dijon,47.3215806,5.0414701,1721044800,light rain,25.58,72,4.81,0.1,82,17
553,Dijon,47.3215806,5.0414701,1721055600,light rain,21.77,88,3.85,1.0,98,17
554,Dijon,47.3215806,5.0414701,1721066400,light rain,21.95,89,2.88,0.95,89,17
555,Dijon,47.3215806,5.0414701,1721077200,scattered clouds,17.94,94,3.09,0.0,34,17
556,Dijon,47.3215806,5.0414701,1721088000,few clouds,15.37,95,1.71,0.0,17,17
557,Dijon,47.3215806,5.0414701,1721098800,clear sky,14.07,96,1.88,0.0,2,17
558,Dijon,47.3215806,5.0414701,1721109600,few clouds,16.27,88,2.3,0.0,22,17
559,Dijon,47.3215806,5.0414701,1721120400,broken clouds,18.99,71,4.03,0.0,55,17
