,city,latitude,longitude,timepoint,main_weather,feels_like,humidity,wind_speed,precipitation,clouds,city_id
560,Annecy,45.8992348,6.1288847,1720699200,few clouds,28.7,54,1.74,0.0,12,4
561,Annecy,45.8992348,6.1288847,1720710000,scattered clouds,29.73,49,1.46,0.0,42,4
562,Annecy,45.8992348,6.1288847,1720720800,broken clouds,21.28,94,3.21,0.0,74,4
563,Annecy,45.8992348,6.1288847,1720731600,light rain,20.0,94,1.86,0.13,78,4
564,Annecy,45.8992348,6.1288847,1720742400,light rain,19.31,97,1.27,2.22,90,4
565,Annecy,45.8992348,6.1288847,1720753200,light rain,17.97,97,1.95,1.93,100,4
566,Annecy,45.8992348,6.1288847,1720764000,overcast clouds,19.67,94,0.74,0.0,100,4
567,Annecy,45.8992348,6.1288847,1720774800,light rain,19.96,95,2.3,2.38,100,4
568,Annecy,45.8992348,6.1288847,1720785600,moderate rain,20.98,87,0.67,3.45,100,4
569,Annecy,45.8992348,6.1288847,1720796400,heavy intensity rain,17.75,98,0.29,15.03,76,4
570,Annecy,45.8992348,6.1288847,1720807200,light rain,18.37,97,0.66,1.94,79,4
571,Annecy,45.8992348,6.1288847,1720818000,moderate rain,14.84,98,1.27,4.75,71,4
572,Annecy,45.8992348,6.1288847,1720828800,broken clouds,15.0,99,0.88,0.0,70,4
573,Annecy,45.8992348,6.1288847,1720839600,light rain,15.68,100,0.81,0.1,99,4
574,Annecy,45.8992348,6.1288847,1720850400,light rain,15.61,98,0.76,0.2,100,4
575,Annecy,45.8992348,6.1288847,1720861200,light rain,17.96,82,0.93,0.14,97,4
576,Annecy,45.8992348,6.1288847,1720872000,light rain,21.93,59,1.77,0.1,99,4
577,Annecy,45.8992348,6.1288847,1720882800,overcast clouds,22.85,52,2.02,0.0,100,4
578,Annecy,45.8992348,6.1288847,1720893600,overcast clouds,20.3,77,1.06,0.0,97,4
579,Annecy,45.8992348,6.1288847,1720904400,overcast clouds,15.43,89,1.51,0.0,98,4
580,Annecy,45.8992348,6.1288847,1720915200,overcast clouds,13.9,90,1.28,0.0,85,4
581,Annecy,45.8992348,6.1288847,1720926000,scattered clouds,13.0,90,1.2,0.0,25,4
582,Annecy,45.8992348,6.1288847,1720936800,few clouds,17.22,76,0.76,0.0,16,4
583,Annecy,45.8992348,6.1288847,1720947600,scattered clouds,24.64,52,1.35,0.0,29,4
584,Annecy,45.8992348,6.1288847,1720958400,scattered clouds,28.96,42,1.99,0.0,26,4
585,Annecy,45.8992348,6.1288847,1720969200,few clouds,29.06,42,1.82,0.0,17,4
586,Annecy,45.8992348,6.1288847,1720980000,few clouds,24.78,75,1.44,0.0,13,4
587,Annecy,45.8992348,6.1288847,1720990800,scattered clouds,19.87,80,1.72,0.0,31,4
588,Annecy,45.8992348,6.1288847,1721001600,scattered clouds,18.53,84,1.44,0.0,50,4
589,Annecy,45.8992348,6.1288847,1721012400,overcast clouds,17.5,88,1.28,0.0,100,4
590,Annecy,45.8992348,6.1288847,1721023200,broken clouds,21.0,79,0.6,0.0,62,4
591,Annecy,45.8992348,6.1288847,1721034000,clear sky,28.05,57,0.97,0.0,4,4
592,Annecy,45.8992348,6.1288847,1721044800,clear sky,30.89,42,2.35,0.0,2,4
593,Annecy,45.8992348,6.1288847,1721055600,clear sky,29.47,52,3.18,0.0,0,4
594,Annecy,45.8992348,6.1288847,1721066400,light rain,25.29,77,1.35,0.42,8,4
595,Annecy,45.8992348,6.1288847,1721077200,moderate rain,19.49,95,1.09,3.66,84,4
596,Annecy,45.8992348,6.1288847,1721088000,moderate rain,17.68,98,1.43,5.0,72,4
597,Annecy,45.8992348,6.1288847,1721098800,light rain,17.13,98,1.11,2.16,56,4
598,Annecy,45.8992348,6.1288847,1721109600,light rain,18.94,97,0.37,0.12,75,4
599,Annecy,45.8992348,6.1288847,1721120400,light rain,22.86,76,1.65,0.12,50,4
600,Grenoble,45.1875602,5.7357819,1720699200,few clouds,32.5,78,1.55,0.0,12,19
601,Grenoble,45.1875602,5.7357819,1720710000,few clouds,34.04,66,1.67,0.0,22,19
602,Grenoble,45.1875602,5.7357819,1720720800,heavy intensity rain,24.58,88,2.06,14.04,39,19
603,Grenoble,45.1875602,5.7357819,1720731600,light rain,19.96,94,1.88,0.24,5,19
604,Grenoble,45.1875602,5.7357819,1720742400,light rain,20.26,98,1.64,2.6,52,19
605,Grenoble,45.1875602,5.7357819,1720753200,light rain,20.56,98,2.72,2.21,100,19
606,Grenoble,45.1875602,5.7357819,1720764000,overcast clouds,22.16,93,0.49,0.0,100,19
607,Grenoble,45.1875602,5.7357819,1720774800,light rain,22.53,87,1.78,0.23,99,19
608,Grenoble,45.1875602,5.7357819,1720785600,light rain,29.23,54,2.06,0.29,64,19
609,Grenoble,45.1875602,5.7357819,1720796400,moderate rain,23.37,94,2.37,6.66,62,19
610,Grenoble,45.1875602,5.7357819,1720807200,moderate rain,20.61,97,1.29,3.74,73,19
611,Grenoble,45.1875602,5.7357819,1720818000,moderate rain,18.09,99,1.64,3.28,79,19
612,Grenoble,45.1875602,5.7357819,1720828800,light rain,17.91,100,1.52,0.16,89,19
613,Grenoble,45.1875602,5.7357819,1720839600,light rain,16.63,100,1.45,0.17,100,19
614,Grenoble,45.1875602,5.7357819,1720850400,overcast clouds,16.77,97,1.34,0.0,100,19
615,Grenoble,45.1875602,5.7357819,1720861200,light rain,17.67,90,1.41,0.13,100,19
616,Grenoble,45.1875602,5.7357819,1720872000,overcast clouds,23.03,60,1.75,0.0,100,19
617,Grenoble,45.1875602,5.7357819,1720882800,overcast clouds,23.79,58,1.98,0.0,100,19
618,Grenoble,45.1875602,5.7357819,1720893600,overcast clouds,22.0,79,1.32,0.0,95,19
619,Grenoble,45.1875602,5.7357819,1720904400,overcast clouds,19.15,84,0.86,0.0,100,19
620,Grenoble,45.1875602,5.7357819,1720915200,overcast clouds,17.34,85,1.06,0.0,100,19
621,Grenoble,45.1875602,5.7357819,1720926000,scattered clouds,15.69,66,1.45,0.0,29,19
622,Grenoble,45.1875602,5.7357819,1720936800,few clouds,19.48,61,1.08,0.0,23,19
623,Grenoble,45.1875602,5.7357819,1720947600,broken clouds,27.98,37,0.68,0.0,61,19
624,Grenoble,45.1875602,5.7357819,1720958400,scattered clouds,31.7,31,1.56,0.0,39,19
625,Grenoble,45.1875602,5.7357819,1720969200,clear sky,31.62,39,1.91,0.0,8,19
626,Grenoble,45.1875602,5.7357819,1720980000,clear sky,26.44,74,1.53,0.0,7,19
627,Grenoble,45.1875602,5.7357819,1720990800,clear sky,21.19,91,1.21,0.0,10,19
628,Grenoble,45.1875602,5.7357819,1721001600,clear sky,19.63,85,1.55,0.0,9,19
629,Grenoble,45.1875602,5.7357819,1721012400,clear sky,18.28,75,1.67,0.0,7,19
630,Grenoble,45.1875602,5.7357819,1721023200,clear sky,22.01,71,1.33,0.0,6,19
631,Grenoble,45.1875602,5.7357819,1721034000,clear sky,30.26,44,1.78,0.0,1,19
632,Grenoble,45.1875602,5.7357819,1721044800,clear sky,32.89,27,3.54,0.0,1,19
633,Grenoble,45.1875602,5.7357819,1721055600,clear sky,33.07,30,3.19,0.0,0,19
634,Grenoble,45.1875602,5.7357819,1721066400,clear sky,28.9,72,1.67,0.0,10,19
635,Grenoble,45.1875602,5.7357819,1721077200,light rain,20.65,95,0.29,1.32,3,19
636,Grenoble,45.1875602,5.7357819,1721088000,light rain,19.57,96,0.8,0.44,2,19
637,Grenoble,45.1875602,5.7357819,1721098800,light rain,18.67,97,0.86,0.27,8,19
638,Grenoble,45.1875602,5.7357819,1721109600,scattered clouds,20.76,97,1.07,0.0,42,19
639,Grenoble,45.1875602,5.7357819,1721120400,overcast clouds,21.9,86,1.51,0.0,100,19
640,Lyon,45.7578137,4.8320114,1720699200,scattered clouds,28.19,61,1.53,0.0,40,23
641,Lyon,45.7578137,4.8320114,1720710000,scattered clouds,29.39,56,1.43,0.0,49,23
642,Lyon,45.7578137,4.8320114,1720720800,light rain,24.57,71,2.35,0.64,67,23
643,Lyon,45.7578137,4.8320114,1720731600,moderate rain,20.25,96,2.13,6.06,93,23
644,Lyon,45.7578137,4.8320114,1720742400,light rain,19.8,94,2.63,2.79,97,23
645,Lyon,45.7578137,4.8320114,1720753200,light rain,19.06,93,1.35,0.23,100,23
646,Lyon,45.7578137,4.8320114,1720764000,light rain,20.27,90,0.79,0.85,100,23
647,Lyon,45.7578137,4.8320114,1720774800,light rain,24.47,70,2.82,0.62,86,23
648,Lyon,45.7578137,4.8320114,1720785600,moderate rain,23.75,80,2.45,4.93,76,23
649,Lyon,45.7578137,4.8320114,1720796400,moderate rain,23.23,78,3.43,4.56,80,23
650,Lyon,45.7578137,4.8320114,1720807200,moderate rain,20.42,87,3.61,3.84,51,23
651,Lyon,45.7578137,4.8320114,1720818000,light rain,17.0,91,1.88,0.54,11,23
652,Lyon,45.7578137,4.8320114,1720828800,scattered clouds,15.46,91,1.55,0.0,34,23
653,Lyon,45.7578137,4.8320114,1720839600,broken clouds,14.18,91,1.76,0.0,70,23
654,Lyon,45.7578137,4.8320114,1720850400,overcast clouds,15.4,83,0.99,0.0,85,23
655,Lyon,45.7578137,4.8320114,1720861200,scattered clouds,18.84,59,2.43,0.0,46,23
656,Lyon,45.7578137,4.8320114,1720872000,broken clouds,21.83,49,2.3,0.0,70,23
657,Lyon,45.7578137,4.8320114,1720882800,overcast clouds,23.06,47,2.31,0.0,100,23
658,Lyon,45.7578137,4.8320114,1720893600,overcast clouds,21.69,59,0.89,0.0,100,23
659,Lyon,45.7578137,4.8320114,1720904400,overcast clouds,18.41,65,0.86,0.0,100,23
660,Lyon,45.7578137,4.8320114,1720915200,overcast clouds,16.9,71,0.83,0.0,100,23
661,Lyon,45.7578137,4.8320114,1720926000,scattered clouds,14.98,79,0.9,0.0,32,23
662,Lyon,45.7578137,4.8320114,1720936800,scattered clouds,16.49,74,0.53,0.0,37,23
663,Lyon,45.7578137,4.8320114,1720947600,overcast clouds,21.48,58,0.99,0.0,85,23
664,Lyon,45.7578137,4.8320114,1720958400,broken clouds,27.23,45,2.4,0.0,59,23
665,Lyon,45.7578137,4.8320114,1720969200,few clouds,29.63,39,3.04,0.0,16,23
666,Lyon,45.7578137,4.8320114,1720980000,scattered clouds,28.97,58,1.49,0.0,41,23
667,Lyon,45.7578137,4.8320114,1720990800,broken clouds,22.33,78,2.04,0.0,56,23
668,Lyon,45.7578137,4.8320114,1721001600,light rain,20.53,81,0.76,0.13,57,23
669,Lyon,45.7578137,4.8320114,1721012400,broken clouds,19.31,86,0.68,0.0,66,23
670,Lyon,45.7578137,4.8320114,1721023200,scattered clouds,20.39,78,1.57,0.0,43,23
671,Lyon,45.7578137,4.8320114,1721034000,few clouds,25.75,57,4.73,0.0,15,23
672,Lyon,45.7578137,4.8320114,1721044800,clear sky,30.66,40,5.93,0.0,8,23
673,Lyon,45.7578137,4.8320114,1721055600,light rain,24.31,75,5.15,0.79,38,23
674,Lyon,45.7578137,4.8320114,1721066400,light rain,23.43,84,2.76,2.33,46,23
675,Lyon,45.7578137,4.8320114,1721077200,light rain,21.25,94,0.85,1.88,23,23
676,Lyon,45.7578137,4.8320114,1721088000,light rain,19.68,95,1.59,0.29,14,23
677,Lyon,45.7578137,4.8320114,1721098800,scattered clouds,18.24,95,1.75,0.0,31,23
678,Lyon,45.7578137,4.8320114,1721109600,scattered clouds,18.47,89,2.05,0.0,27,23
679,Lyon,45.7578137,4.8320114,1721120400,scattered clouds,22.49,68,1.95,0.0,43,23
680,Verdon Gorge,43.7496562,6.3285616,1720699200,clear sky,29.03,27,3.11,0.0,1,35
681,Verdon Gorge,43.7496562,6.3285616,1720710000,clear sky,29.15,29,5.12,0.0,1,35
682,Verdon Gorge,43.7496562,6.3285616,1720720800,clear sky,27.42,42,2.68,0.0,0,35
683,Verdon Gorge,43.7496562,6.3285616,1720731600,clear sky,19.77,68,1.11,0.0,0,35
684,Verdon Gorge,43.7496562,6.3285616,1720742400,scattered clouds,19.09,66,2.25,0.0,28,35
685,Verdon Gorge,43.7496562,6.3285616,1720753200,light rain,18.29,72,1.43,0.17,100,35
686,Verdon Gorge,43.7496562,6.3285616,1720764000,light rain,20.71,66,1.06,0.18,99,35
687,Verdon Gorge,43.7496562,6.3285616,1720774800,light rain,23.21,56,2.24,1.18,7,35
688,Verdon Gorge,43.7496562,6.3285616,1720785600,clear sky,26.47,44,4.6,0.0,4,35
689,Verdon Gorge,43.7496562,6.3285616,1720796400,light rain,27.42,42,5.19,0.1,35,35
690,Verdon Gorge,43.7496562,6.3285616,1720807200,light rain,21.42,74,3.78,0.65,48,35
691,Verdon Gorge,43.7496562,6.3285616,1720818000,light rain,16.94,87,2.89,0.25,52,35
692,Verdon Gorge,43.7496562,6.3285616,1720828800,scattered clouds,14.75,89,2.8,0.0,31,35
693,Verdon Gorge,43.7496562,6.3285616,1720839600,scattered clouds,13.27,90,2.63,0.0,32,35
694,Verdon Gorge,43.7496562,6.3285616,1720850400,broken clouds,16.67,73,2.01,0.0,54,35
695,Verdon Gorge,43.7496562,6.3285616,1720861200,overcast clouds,22.97,30,2.6,0.0,90,35
696,Verdon Gorge,43.7496562,6.3285616,1720872000,overcast clouds,26.51,20,3.71,0.0,93,35
697,Verdon Gorge,43.7496562,6.3285616,1720882800,few clouds,26.6,13,4.98,0.0,12,35
698,Verdon Gorge,43.7496562,6.3285616,1720893600,broken clouds,21.43,30,2.16,0.0,51,35
699,Verdon Gorge,43.7496562,6.3285616,1720904400,broken clouds,16.06,37,1.67,0.0,74,35
700,Verdon Gorge,43.7496562,6.3285616,1720915200,broken clouds,15.81,35,1.57,0.0,82,35
701,Verdon Gorge,43.7496562,6.3285616,1720926000,few clouds,14.08,37,1.48,0.0,21,35
702,Verdon Gorge,43.7496562,6.3285616,1720936800,few clouds,18.36,36,0.98,0.0,12,35
703,Verdon Gorge,43.7496562,6.3285616,1720947600,clear sky,25.09,25,2.12,0.0,2,35
704,Verdon Gorge,43.7496562,6.3285616,1720958400,clear sky,27.03,23,3.63,0.0,8,35
705,Verdon Gorge,43.7496562,6.3285616,1720969200,overcast clouds,27.07,34,4.22,0.0,96,35
706,Verdon Gorge,43.7496562,6.3285616,1720980000,overcast clouds,22.78,56,2.08,0.0,98,35
707,Verdon Gorge,43.7496562,6.3285616,1720990800,scattered clouds,16.55,79,1.13,0.0,34,35
708,Verdon Gorge,43.7496562,6.3285616,1721001600,few clouds,15.96,74,1.71,0.0,17,35
709,Verdon Gorge,43.7496562,6.3285616,1721012400,clear sky,15.95,71,1.72,0.0,0,35
710,Verdon Gorge,43.7496562,6.3285616,1721023200,clear sky,20.2,55,1.43,0.0,0,35
711,Verdon Gorge,43.7496562,6.3285616,1721034000,clear sky,26.29,37,3.18,0.0,0,35
712,Verdon Gorge,43.7496562,6.3285616,1721044800,clear sky,27.82,32,4.5,0.0,0,35
713,Verdon Gorge,43.7496562,6.3285616,1721055600,clear sky,27.56,31,5.03,0.0,0,35
714,Verdon Gorge,43.7496562,6.3285616,1721066400,clear sky,23.77,43,2.58,0.0,0,35
715,Verdon Gorge,43.7496562,6.3285616,1721077200,clear sky,17.17,58,2.52,0.0,0,35
716,Verdon Gorge,43.7496562,6.3285616,1721088000,clear sky,16.44,59,2.24,0.0,0,35
717,Verdon Gorge,43.7496562,6.3285616,1721098800,clear sky,16.44,55,2.33,0.0,0,35
718,Verdon Gorge,43.7496562,6.3285616,1721109600,clear sky,20.52,50,1.81,0.0,0,35
719,Verdon Gorge,43.7496562,6.3285616,1721120400,clear sky,26.88,29,4.5,0.0,1,35
720,Bormes les Mimosas,43.1506968,6.3419285,1720699200,clear sky,29.59,58,3.97,0.0,0,11
721,Bormes les Mimosas,43.1506968,6.3419285,1720710000,clear sky,29.15,57,4.18,0.0,0,11
722,Bormes les Mimosas,43.1506968,6.3419285,1720720800,clear sky,28.08,60,3.73,0.0,0,11
723,Bormes les Mimosas,43.1506968,6.3419285,1720731600,clear sky,22.85,79,2.05,0.0,0,11
724,Bormes les Mimosas,43.1506968,6.3419285,1720742400,clear sky,22.35,79,2.34,0.0,3,11
725,Bormes les Mimosas,43.1506968,6.3419285,1720753200,clear sky,21.66,76,1.8,0.0,7,11
726,Bormes les Mimosas,43.1506968,6.3419285,1720764000,light rain,22.48,80,1.57,0.93,18,11
727,Bormes les Mimosas,43.1506968,6.3419285,1720774800,light rain,24.61,69,1.65,1.77,5,11
728,Bormes les Mimosas,43.1506968,6.3419285,1720785600,light rain,26.01,64,3.56,0.5,3,11
729,Bormes les Mimosas,43.1506968,6.3419285,1720796400,clear sky,25.8,65,5.25,0.0,2,11
730,Bormes les Mimosas,43.1506968,6.3419285,1720807200,clear sky,25.97,63,6.8,0.0,2,11
731,Bormes les Mimosas,43.1506968,6.3419285,1720818000,clear sky,24.54,65,4.4,0.0,2,11
732,Bormes les Mimosas,43.1506968,6.3419285,1720828800,clear sky,23.67,60,3.28,0.0,7,11
733,Bormes les Mimosas,43.1506968,6.3419285,1720839600,broken clouds,20.67,65,3.49,0.0,52,11
734,Bormes les Mimosas,43.1506968,6.3419285,1720850400,scattered clouds,21.97,61,2.98,0.0,28,11
735,Bormes les Mimosas,43.1506968,6.3419285,1720861200,clear sky,26.67,38,4.81,0.0,9,11
736,Bormes les Mimosas,43.1506968,6.3419285,1720872000,scattered clouds,28.23,31,6.39,0.0,36,11
737,Bormes les Mimosas,43.1506968,6.3419285,1720882800,scattered clouds,28.28,33,7.62,0.0,34,11
738,Bormes les Mimosas,43.1506968,6.3419285,1720893600,scattered clouds,26.57,39,6.7,0.0,34,11
739,Bormes les Mimosas,43.1506968,6.3419285,1720904400,broken clouds,21.57,46,3.5,0.0,51,11
740,Bormes les Mimosas,43.1506968,6.3419285,1720915200,broken clouds,20.25,51,1.66,0.0,59,11
741,Bormes les Mimosas,43.1506968,6.3419285,1720926000,scattered clouds,19.11,59,1.95,0.0,43,11
742,Bormes les Mimosas,43.1506968,6.3419285,1720936800,scattered clouds,20.87,50,2.68,0.0,39,11
743,Bormes les Mimosas,43.1506968,6.3419285,1720947600,clear sky,26.45,48,1.94,0.0,6,11
744,Bormes les Mimosas,43.1506968,6.3419285,1720958400,clear sky,26.59,56,2.94,0.0,7,11
745,Bormes les Mimosas,43.1506968,6.3419285,1720969200,scattered clouds,26.44,57,2.6,0.0,49,11
746,Bormes les Mimosas,43.1506968,6.3419285,1720980000,broken clouds,24.41,67,1.5,0.0,77,11
747,Bormes les Mimosas,43.1506968,6.3419285,1720990800,broken clouds,21.46,77,1.28,0.0,57,11
748,Bormes les Mimosas,43.1506968,6.3419285,1721001600,scattered clouds,20.64,75,1.03,0.0,28,11
749,Bormes les Mimosas,43.1506968,6.3419285,1721012400,clear sky,19.96,76,1.83,0.0,0,11
750,Bormes les Mimosas,43.1506968,6.3419285,1721023200,clear sky,22.65,68,2.1,0.0,0,11
751,Bormes les Mimosas,43.1506968,6.3419285,1721034000,clear sky,27.57,52,2.26,0.0,0,11
752,Bormes les Mimosas,43.1506968,6.3419285,1721044800,clear sky,28.07,50,3.31,0.0,0,11
753,Bormes les Mimosas,43.1506968,6.3419285,1721055600,clear sky,27.53,50,3.28,0.0,0,11
754,Bormes les Mimosas,43.1506968,6.3419285,1721066400,clear sky,25.08,58,3.42,0.0,0,11
755,Bormes les Mimosas,43.1506968,6.3419285,1721077200,clear sky,22.73,62,3.32,0.0,0,11
756,Bormes les Mimosas,43.1506968,6.3419285,1721088000,clear sky,21.54,62,2.66,0.0,0,11
757,Bormes les Mimosas,43.1506968,6.3419285,1721098800,clear sky,21.36,62,2.26,0.0,8,11
758,Bormes les Mimosas,43.1506968,6.3419285,1721109600,clear sky,23.66,54,1.95,0.0,5,11
759,Bormes les Mimosas,43.1506968,6.3419285,1721120400,clear sky,28.97,43,1.44,0.0,2,11
760,Cassis,43.2140359,5.5396318,1720699200,clear sky,29.27,40,3.72,0.0,1,13
761,Cassis,43.2140359,5.5396318,1720710000,clear sky,28.91,49,2.87,0.0,1,13
762,Cassis,43.2140359,5.5396318,1720720800,clear sky,27.71,56,0.71,0.0,0,13
763,Cassis,43.2140359,5.5396318,1720731600,clear sky,24.65,72,1.59,0.0,1,13
764,Cassis,43.2140359,5.5396318,1720742400,scattered clouds,24.38,78,1.85,0.0,29,13
765,Cassis,43.2140359,5.5396318,1720753200,light rain,23.95,79,0.73,0.17,84,13
766,Cassis,43.2140359,5.5396318,1720764000,light rain,22.62,86,2.02,1.33,60,13
767,Cassis,43.2140359,5.5396318,1720774800,light rain,24.62,75,0.91,0.69,2,13
768,Cassis,43.2140359,5.5396318,1720785600,light rain,24.75,71,3.35,0.2,1,13
769,Cassis,43.2140359,5.5396318,1720796400,clear sky,24.74,71,3.95,0.0,1,13
770,Cassis,43.2140359,5.5396318,1720807200,clear sky,25.85,62,8.49,0.0,6,13
771,Cassis,43.2140359,5.5396318,1720818000,clear sky,24.82,62,7.35,0.0,3,13
772,Cassis,43.2140359,5.5396318,1720828800,clear sky,22.53,66,9.58,0.0,6,13
773,Cassis,43.2140359,5.5396318,1720839600,scattered clouds,21.02,67,6.24,0.0,32,13
774,Cassis,43.2140359,5.5396318,1720850400,scattered clouds,20.68,64,5.92,0.0,30,13
775,Cassis,43.2140359,5.5396318,1720861200,overcast clouds,23.2,52,6.44,0.0,87,13
776,Cassis,43.2140359,5.5396318,1720872000,overcast clouds,25.27,43,7.33,0.0,93,13
777,Cassis,43.2140359,5.5396318,1720882800,few clouds,24.87,47,7.51,0.0,20,13
778,Cassis,43.2140359,5.5396318,1720893600,scattered clouds,23.34,51,5.71,0.0,35,13
779,Cassis,43.2140359,5.5396318,1720904400,overcast clouds,22.83,54,3.95,0.0,86,13
780,Cassis,43.2140359,5.5396318,1720915200,broken clouds,22.21,56,3.52,0.0,71,13
781,Cassis,43.2140359,5.5396318,1720926000,scattered clouds,21.74,55,2.16,0.0,36,13
782,Cassis,43.2140359,5.5396318,1720936800,few clouds,22.64,51,0.86,0.0,23,13
783,Cassis,43.2140359,5.5396318,1720947600,clear sky,24.2,57,3.26,0.0,8,13
784,Cassis,43.2140359,5.5396318,1720958400,few clouds,24.82,59,3.92,0.0,14,13
785,Cassis,43.2140359,5.5396318,1720969200,overcast clouds,24.99,65,3.16,0.0,85,13
786,Cassis,43.2140359,5.5396318,1720980000,overcast clouds,24.21,63,1.55,0.0,92,13
787,Cassis,43.2140359,5.5396318,1720990800,clear sky,23.07,62,1.02,0.0,3,13
788,Cassis,43.2140359,5.5396318,1721001600,clear sky,22.94,61,1.04,0.0,2,13
789,Cassis,43.2140359,5.5396318,1721012400,clear sky,22.55,64,0.45,0.0,0,13
790,Cassis,43.2140359,5.5396318,1721023200,clear sky,23.34,59,2.3,0.0,0,13
791,Cassis,43.2140359,5.5396318,1721034000,clear sky,24.93,62,4.24,0.0,0,13
792,Cassis,43.2140359,5.5396318,1721044800,clear sky,25.63,60,5.27,0.0,0,13
793,Cassis,43.2140359,5.5396318,1721055600,clear sky,25.22,60,2.93,0.0,0,13
794,Cassis,43.2140359,5.5396318,1721066400,clear sky,24.39,60,1.61,0.0,0,13
795,Cassis,43.2140359,5.5396318,1721077200,clear sky,23.87,61,3.56,0.0,0,13
796,Cassis,43.2140359,5.5396318,1721088000,clear sky,23.53,64,4.35,0.0,0,13
797,Cassis,43.2140359,5.5396318,1721098800,clear sky,23.19,64,3.99,0.0,0,13
798,Cassis,43.2140359,5.5396318,1721109600,clear sky,24.03,59,4.14,0.0,3,13
799,Cassis,43.2140359,5.5396318,1721120400,clear sky,28.02,49,5.99,0.0,0,13
800,Marseille,43.2961743,5.3699525,1720699200,clear sky,30.73,48,3.64,0.0,1,24
801,Marseille,43.2961743,5.3699525,1720710000,clear sky,29.65,58,3.85,0.0,0,24
802,Marseille,43.2961743,5.3699525,1720720800,clear sky,26.54,64,1.7,0.0,0,24
803,Marseille,43.2961743,5.3699525,1720731600,clear sky,26.18,72,2.13,0.0,0,24
804,Marseille,43.2961743,5.3699525,1720742400,scattered clouds,25.79,75,1.75,0.0,39,24
805,Marseille,43.2961743,5.3699525,1720753200,light rain,24.85,79,1.29,0.21,100,24
806,Marseille,43.2961743,5.3699525,1720764000,light rain,23.82,83,2.34,1.38,66,24
807,Marseille,43.2961743,5.3699525,1720774800,light rain,25.56,73,1.05,0.45,1,24
808,Marseille,43.2961743,5.3699525,1720785600,light rain,25.77,71,4.13,0.12,0,24
809,Marseille,43.2961743,5.3699525,1720796400,clear sky,26.03,69,4.19,0.0,0,24
810,Marseille,43.2961743,5.3699525,1720807200,clear sky,28.08,58,9.62,0.0,8,24
811,Marseille,43.2961743,5.3699525,1720818000,clear sky,26.53,56,7.95,0.0,5,24
812,Marseille,43.2961743,5.3699525,1720828800,clear sky,23.62,65,10.29,0.0,7,24
813,Marseille,43.2961743,5.3699525,1720839600,few clouds,21.9,65,7.0,0.0,16,24
814,Marseille,43.2961743,5.3699525,1720850400,scattered clouds,21.03,65,6.86,0.0,28,24
815,Marseille,43.2961743,5.3699525,1720861200,overcast clouds,23.43,54,6.35,0.0,100,24
816,Marseille,43.2961743,5.3699525,1720872000,overcast clouds,26.33,41,6.46,0.0,100,24
817,Marseille,43.2961743,5.3699525,1720882800,clear sky,26.12,44,7.16,0.0,8,24
818,Marseille,43.2961743,5.3699525,1720893600,scattered clouds,24.84,47,5.73,0.0,45,24
819,Marseille,43.2961743,5.3699525,1720904400,overcast clouds,24.7,50,4.26,0.0,93,24
820,Marseille,43.2961743,5.3699525,1720915200,broken clouds,23.83,53,3.29,0.0,74,24
821,Marseille,43.2961743,5.3699525,1720926000,scattered clouds,23.24,55,2.25,0.0,28,24
822,Marseille,43.2961743,5.3699525,1720936800,few clouds,23.52,54,0.5,0.0,16,24
823,Marseille,43.2961743,5.3699525,1720947600,clear sky,24.54,54,3.22,0.0,9,24
824,Marseille,43.2961743,5.3699525,1720958400,few clouds,25.28,55,3.9,0.0,17,24
825,Marseille,43.2961743,5.3699525,1720969200,overcast clouds,25.64,60,3.42,0.0,88,24
826,Marseille,43.2961743,5.3699525,1720980000,overcast clouds,25.21,59,1.97,0.0,96,24
827,Marseille,43.2961743,5.3699525,1720990800,clear sky,24.65,61,0.81,0.0,0,24
828,Marseille,43.2961743,5.3699525,1721001600,clear sky,24.47,63,0.77,0.0,0,24
829,Marseille,43.2961743,5.3699525,1721012400,clear sky,24.03,65,0.47,0.0,0,24
830,Marseille,43.2961743,5.3699525,1721023200,clear sky,24.09,60,2.27,0.0,0,24
831,Marseille,43.2961743,5.3699525,1721034000,clear sky,25.2,63,4.39,0.0,0,24
832,Marseille,43.2961743,5.3699525,1721044800,clear sky,25.91,61,5.15,0.0,0,24
833,Marseille,43.2961743,5.3699525,1721055600,clear sky,25.89,60,3.68,0.0,0,24
834,Marseille,43.2961743,5.3699525,1721066400,clear sky,25.41,60,1.88,0.0,0,24
835,Marseille,43.2961743,5.3699525,1721077200,clear sky,25.46,60,3.31,0.0,0,24
836,Marseille,43.2961743,5.3699525,1721088000,clear sky,25.08,63,4.45,0.0,0,24
837,Marseille,43.2961743,5.3699525,1721098800,clear sky,24.5,63,4.18,0.0,0,24
838,Marseille,43.2961743,5.3699525,1721109600,clear sky,24.41,61,4.69,0.0,2,24
839,Marseille,43.2961743,5.3699525,1721120400,clear sky,28.12,52,6.1,0.0,0,24
840,Aix en Provence,43.5298424,5.4474738,1720699200,clear sky,27.99,25,4.06,0.0,2,2
841,Aix en Provence,43.5298424,5.4474738,1720710000,clear sky,29.51,28,5.54,0.0,1,2
842,Aix en Provence,43.5298424,5.4474738,1720720800,clear sky,29.16,35,3.03,0.0,1,2
843,Aix en Provence,43.5298424,5.4474738,1720731600,clear sky,27.96,47,1.69,0.0,9,2
